"Wine";"link";"Link_wine"
"Ripa delle More 2017";"https://www.vivino.com/IT/en/vicchiomaggio-ripa-delle-more-2017/w/8489";"https://www.wine-searcher.com/find/vicchiomaggio+ripa+delle+more/2017/#t4"
"Vino Nobile di Montepulciano Riserva 2012";"https://www.vivino.com/IT/en/godiolo-vino-nobile-di-montepulciano-riserva-2012/w/1196736";"https://www.wine-searcher.com/find/godiolo+vino+nobile+di+montepulciano+riserva/2012/#t4"
"Molin Vecchio 2010";"https://www.vivino.com/IT/en/carpineto-molin-vecchio-2010/w/2552319";"https://www.wine-searcher.com/find/carpineto+molin+vecchio/2010/#t4"
"SummuS 2012";"https://www.vivino.com/IT/en/banfi-summus-2012/w/1133671";"https://www.wine-searcher.com/find/banfi+summus/2012/#t4"
"Guidalberto 2019";"https://www.vivino.com/IT/en/tenuta-san-guido-guidalberto-2019/w/5080";"https://www.wine-searcher.com/find/tenuta+san+guido+guidalberto/2019/#t4"
"Astuto Bolgheri Superiore 2018";"https://www.vivino.com/IT/en/ricasoli-astuto-bolgheri-superiore-2018/w/2022503";"https://www.wine-searcher.com/find/ricasoli+astuto+bolgheri+superiore/2018/#t4"
"Chianti Classico Vigneto Gran Selezione San Lorenzo 2017";"https://www.vivino.com/IT/en/castello-di-ama-spa-chianti-classico-vigneto-gran-selezione-san-lorenzo-2017/w/2411943";"https://www.wine-searcher.com/find/castello+di+ama+spa+chianti+classico+vigneto+gran+selezione+san+lorenzo/2017/#t4"
"Nobile di Montepulciano 2013";"https://www.vivino.com/IT/en/salcheto-nobile-di-montepulciano-2013/w/1724530";"https://www.wine-searcher.com/find/salcheto+nobile+di+montepulciano/2013/#t4"
"Casalferro 2015";"https://www.vivino.com/IT/en/ricasoli-casalferro-tuscany-2015/w/12204";"https://www.wine-searcher.com/find/ricasoli+casalferro+tuscany/2015/#t4"
"Vin Santo Del Chianti Classico 2011";"https://www.vivino.com/IT/en/badia-a-coltibuono-vin-santo-del-chianti-classico-2011/w/6285";"https://www.wine-searcher.com/find/badia+a+coltibuono+vin+santo+del+chianti+classico/2011/#t4"
"Rancia Chianti Classico Riserva 2018";"https://www.vivino.com/IT/en/it-felsina-rancia-chianti-classico-riserva-2018/w/1137707";"https://www.wine-searcher.com/find/it+felsina+rancia+chianti+classico+riserva/2018/#t4"
"Bolgheri Superiore Baia Al Vento 2018";"https://www.vivino.com/IT/en/tenuta-campo-al-mare-bolgheri-superiore-baia-al-vento-2018/w/1248415";"https://www.wine-searcher.com/find/tenuta+campo+al+mare+bolgheri+superiore+baia+al+vento/2018/#t4"
"Bilaccio 2016";"https://www.vivino.com/IT/en/il-borghetto-bilaccio-2016/w/1182361";"https://www.wine-searcher.com/find/il+borghetto+bilaccio/2016/#t4"
"Poggiarelli Brunello di Montalcino 2010";"https://www.vivino.com/IT/en/cortonesi-la-mannella-poggiarelli-brunello-di-montalcino-2010/w/1115207";"https://www.wine-searcher.com/find/cortonesi+la+mannella+poggiarelli+brunello+di+montalcino/2010/#t4"
"Perbruno 2012";"https://www.vivino.com/IT/en/i-giusti-and-zanza-perbruno-2012/w/78546";"https://www.wine-searcher.com/find/i+giusti+and+zanza+perbruno/2012/#t4"
"Chianti Classico Riserva 2003";"https://www.vivino.com/IT/en/il-molino-di-grace-chianti-classico-riserva-2003/w/22438";"https://www.wine-searcher.com/find/il+molino+di+grace+chianti+classico+riserva/2003/#t4"
"Perbruno 2010";"https://www.vivino.com/IT/en/i-giusti-and-zanza-perbruno-2010/w/78546";"https://www.wine-searcher.com/find/i+giusti+and+zanza+perbruno/2010/#t4"
"Montesodi Toscana 2013";"https://www.vivino.com/IT/en/castello-nipozzano-montesodi-toscana-2013/w/20978";"https://www.wine-searcher.com/find/castello+nipozzano+montesodi+toscana/2013/#t4"
"Gold Label Merlot 2015";"https://www.vivino.com/IT/en/podere-la-pace-gold-label-merlot-2015/w/7193651";"https://www.wine-searcher.com/find/podere+la+pace+gold+label+merlot/2015/#t4"
"Chianti Classico Riserva 2006";"https://www.vivino.com/IT/en/il-molino-di-grace-chianti-classico-riserva-2006/w/22438";"https://www.wine-searcher.com/find/il+molino+di+grace+chianti+classico+riserva/2006/#t4"
"Colli Della Toscana Centrale La Corte 2013";"https://www.vivino.com/IT/en/castello-di-querceto-colli-della-toscana-centrale-la-corte-2013/w/15629";"https://www.wine-searcher.com/find/castello+di+querceto+colli+della+toscana+centrale+la+corte/2013/#t4"
"Bolgheri Superiore 2017";"https://www.vivino.com/IT/en/campo-alle-comete-bolgheri-superiore-bolgheri-superiore-2017/w/6328932";"https://www.wine-searcher.com/find/campo+alle+comete+bolgheri+superiore+bolgheri+superiore/2017/#t4"
"SummuS 2017";"https://www.vivino.com/IT/en/banfi-summus-2017/w/1133671";"https://www.wine-searcher.com/find/banfi+summus/2017/#t4"
"Chianti Classico Riserva 2010";"https://www.vivino.com/IT/en/san-vincenti-chianti-classico-riserva-2010/w/94985";"https://www.wine-searcher.com/find/san+vincenti+chianti+classico+riserva/2010/#t4"
"Coronato 2009";"https://www.vivino.com/IT/en/tenuta-del-pianali-coronato-2009/w/3389878";"https://www.wine-searcher.com/find/tenuta+del+pianali+coronato/2009/#t4"
"Ilatraia 2017";"https://www.vivino.com/IT/en/brancaia-ilatraia-2017/w/12405";"https://www.wine-searcher.com/find/brancaia+ilatraia/2017/#t4"
"Lucente 2015";"https://www.vivino.com/IT/en/tenuta-luce-lucente-2015/w/83596";"https://www.wine-searcher.com/find/tenuta+luce+lucente/2015/#t4"
"Chianti Classico Le Baroncole Riserva 2018";"https://www.vivino.com/IT/en/san-giusto-a-rentennano-chianti-classico-le-baroncole-riserva-2018/w/1202997";"https://www.wine-searcher.com/find/san+giusto+a+rentennano+chianti+classico+le+baroncole+riserva/2018/#t4"
"Brunello di Montalcino (Casato Prime Donne) 2015";"https://www.vivino.com/IT/en/donatella-cinelli-colombini-brunello-di-montalcino-casato-prime-donne-2015/w/1171483";"https://www.wine-searcher.com/find/donatella+cinelli+colombini+brunello+di+montalcino+casato+prime+donne/2015/#t4"
"Toscana Turpino 2017";"https://www.vivino.com/IT/en/it-agricola-querciabella-toscana-turpino-2017/w/2135611";"https://www.wine-searcher.com/find/it+agricola+querciabella+toscana+turpino/2017/#t4"
"Il Borgo Toscana 2016";"https://www.vivino.com/IT/en/cabreo-il-borgo-toscana-2016/w/1101191";"https://www.wine-searcher.com/find/cabreo+il+borgo+toscana/2016/#t4"
"Camboi 2018";"https://www.vivino.com/IT/en/castello-di-meleto-camboi-2018/w/5420713";"https://www.wine-searcher.com/find/castello+di+meleto+camboi/2018/#t4"
"San Lorenzo Ciliegiolo 2013";"https://www.vivino.com/IT/en/sassotondo-san-lorenzo-ciliegiolo-2013/w/1483565";"https://www.wine-searcher.com/find/sassotondo+san+lorenzo+ciliegiolo/2013/#t4"
"Fontalloro 2018";"https://www.vivino.com/IT/en/it-felsina-fontalloro-2018/w/18441";"https://www.wine-searcher.com/find/it+felsina+fontalloro/2018/#t4"
"Rialzi Chianti Classico Gran Selezione 2016";"https://www.vivino.com/IT/en/tenuta-perano-rialzi-chianti-classico-gran-selezione-2016/w/7007717";"https://www.wine-searcher.com/find/tenuta+perano+rialzi+chianti+classico+gran+selezione/2016/#t4"
"Tenuta Guado al Tasso Cont'Ugo Bolgheri 2018";"https://www.vivino.com/IT/en/antinori-tuscany-tenuta-guado-al-tasso-cont-ugo-bolgheri-2018/w/1752790";"https://www.wine-searcher.com/find/antinori+tuscany+tenuta+guado+al+tasso+cont+ugo+bolgheri/2018/#t4"
"Chianti Classico Gran Selezione 2015";"https://www.vivino.com/IT/en/carpineto-chianti-classico-gran-selezione-2015/w/7251906";"https://www.wine-searcher.com/find/carpineto+chianti+classico+gran+selezione/2015/#t4"
"Rancia Chianti Classico Riserva 2017";"https://www.vivino.com/IT/en/it-felsina-rancia-chianti-classico-riserva-2017/w/1137707";"https://www.wine-searcher.com/find/it+felsina+rancia+chianti+classico+riserva/2017/#t4"
"Soraldo Vino Nobile di Montepulciano 2016";"https://www.vivino.com/IT/en/de-ricci-soraldo-vino-nobile-di-montepulciano-vino-nobile-di-montepulciano-2016/w/5196506";"https://www.wine-searcher.com/find/de+ricci+soraldo+vino+nobile+di+montepulciano+vino+nobile+di+montepulciano/2016/#t4"
"Leonia Pomino Rosé Metodo Classico 2011";"https://www.vivino.com/IT/en/castello-pomino-leonia-pomino-rose-metodo-classico-2011/w/3922319";"https://www.wine-searcher.com/find/castello+pomino+leonia+pomino+rose+metodo+classico/2011/#t4"
"Carmignano Riserva Trefiano 2016";"https://www.vivino.com/IT/en/tenuta-di-capezzana-carmignano-riserva-trefiano-2016/w/7866";"https://www.wine-searcher.com/find/tenuta+di+capezzana+carmignano+riserva+trefiano/2016/#t4"
"Case Via Syrah 2010";"https://www.vivino.com/IT/en/tenuta-fontodi-case-via-syrah-2010/w/22725";"https://www.wine-searcher.com/find/tenuta+fontodi+case+via+syrah/2010/#t4"
"Brunello di Montalcino 2012";"https://www.vivino.com/IT/en/poggio-san-polo-brunello-di-montalcino-2012/w/1102045";"https://www.wine-searcher.com/find/poggio+san+polo+brunello+di+montalcino/2012/#t4"
"Ignaccio Rosso di Montalcino 2018";"https://www.vivino.com/IT/en/il-marroneto-ignaccio-rosso-di-montalcino-2018/w/94045";"https://www.wine-searcher.com/find/il+marroneto+ignaccio+rosso+di+montalcino/2018/#t4"
"Leonia Pomino Rosé Metodo Classico 2012";"https://www.vivino.com/IT/en/castello-pomino-leonia-pomino-rose-metodo-classico-2012/w/3922319";"https://www.wine-searcher.com/find/castello+pomino+leonia+pomino+rose+metodo+classico/2012/#t4"
"Terra di Monteverro Toscana 2017";"https://www.vivino.com/IT/en/monteverro-terra-di-monteverro-toscana-2017/w/1191686";"https://www.wine-searcher.com/find/monteverro+terra+di+monteverro+toscana/2017/#t4"
"Petra Toscana (Suvereto) 2017";"https://www.vivino.com/IT/en/petra-petra-toscana-suvereto-2017/w/4191974";"https://www.wine-searcher.com/find/petra+petra+toscana+suvereto/2017/#t4"
"Cabernet Franc (Filare 18) 2016";"https://www.vivino.com/IT/en/casadei-cabernet-franc-filare-18-2016/w/1514731";"https://www.wine-searcher.com/find/casadei+cabernet+franc+filare+18/2016/#t4"
"Vino Nobile di Montepulciano Vigneto St. Ercolano 2010";"https://www.vivino.com/IT/en/carpineto-vino-nobile-di-montepulciano-vigneto-st-ercolano-2010/w/6192";"https://www.wine-searcher.com/find/carpineto+vino+nobile+di+montepulciano+vigneto+st+ercolano/2010/#t4"
"Chianti Classico Riserva 2011";"https://www.vivino.com/IT/en/volpaia-chianti-classico-riserva-2011/w/33734";"https://www.wine-searcher.com/find/volpaia+chianti+classico+riserva/2011/#t4"
"Piastraia Bolgheri Superiore 2017";"https://www.vivino.com/IT/en/michele-satta-piastraia-bolgheri-superiore-2017/w/82728";"https://www.wine-searcher.com/find/michele+satta+piastraia+bolgheri+superiore/2017/#t4"
"Ugolforte Brunello di Montalcino 2015";"https://www.vivino.com/IT/en/tenuta-san-giorgio-ugolforte-brunello-di-montalcino-2015/w/1194277";"https://www.wine-searcher.com/find/tenuta+san+giorgio+ugolforte+brunello+di+montalcino/2015/#t4"
"Case Via Syrah 2017";"https://www.vivino.com/IT/en/tenuta-fontodi-case-via-syrah-2017/w/22725";"https://www.wine-searcher.com/find/tenuta+fontodi+case+via+syrah/2017/#t4"
"Ignaccio Rosso di Montalcino 2017";"https://www.vivino.com/IT/en/il-marroneto-ignaccio-rosso-di-montalcino-2017/w/94045";"https://www.wine-searcher.com/find/il+marroneto+ignaccio+rosso+di+montalcino/2017/#t4"
"Vino Nobile di Montepulciano Vigneto St. Ercolano 2006";"https://www.vivino.com/IT/en/carpineto-vino-nobile-di-montepulciano-vigneto-st-ercolano-2006/w/6192";"https://www.wine-searcher.com/find/carpineto+vino+nobile+di+montepulciano+vigneto+st+ercolano/2006/#t4"
"Vigna Soccorso Brunello di Montalcino 2014";"https://www.vivino.com/IT/en/enzo-vigna-soccorso-brunello-di-montalcino-2014/w/1213715";"https://www.wine-searcher.com/find/enzo+vigna+soccorso+brunello+di+montalcino/2014/#t4"
"Le Stanze Toscana 2017";"https://www.vivino.com/IT/en/azienda-agricola-poliziano-le-stanze-toscana-2017/w/18796";"https://www.wine-searcher.com/find/azienda+agricola+poliziano+le+stanze+toscana/2017/#t4"
"Tenuta Belguardo 2016";"https://www.vivino.com/IT/en/belguardo-maremma-toscana-tenuta-belguardo-2016/w/1713340";"https://www.wine-searcher.com/find/belguardo+maremma+toscana+tenuta+belguardo/2016/#t4"
"Mocenni Numero 89 Gran Selezione Chianti Classico 2016";"https://www.vivino.com/IT/en/bindi-sergardi-mocenni-numero-89-gran-selezione-chianti-classico-2016/w/2695604";"https://www.wine-searcher.com/find/bindi+sergardi+mocenni+numero+89+gran+selezione+chianti+classico/2016/#t4"
"Vigna di Sessina Chianti Classico Gran Selezione 2015";"https://www.vivino.com/IT/en/dievole-vigna-di-sessina-chianti-classico-gran-selezione-2015/w/2038423";"https://www.wine-searcher.com/find/dievole+vigna+di+sessina+chianti+classico+gran+selezione/2015/#t4"
"Cortevecchia Riserva Chianti Classico 2011";"https://www.vivino.com/IT/en/principe-corsini-cortevecchia-riserva-chianti-classico-2011/w/1174495";"https://www.wine-searcher.com/find/principe+corsini+cortevecchia+riserva+chianti+classico/2011/#t4"
"Bugialla Chianti Classico Riserva 2013";"https://www.vivino.com/IT/en/fattoria-poggerino-bugialla-chianti-classico-riserva-2013/w/1188208";"https://www.wine-searcher.com/find/fattoria+poggerino+bugialla+chianti+classico+riserva/2013/#t4"
"Somnio Brunello di Montalcino 2015";"https://www.vivino.com/IT/en/azienda-agricola-tamburini-somnio-brunello-di-montalcino-2015/w/2395351";"https://www.wine-searcher.com/find/azienda+agricola+tamburini+somnio+brunello+di+montalcino/2015/#t4"
"Geremia Toscana 2007";"https://www.vivino.com/IT/en/rocca-di-montegrossi-geremia-toscana-2007/w/1172075";"https://www.wine-searcher.com/find/rocca+di+montegrossi+geremia+toscana/2007/#t4"
"Sorpasso 2009";"https://www.vivino.com/IT/en/fortulla-sorpasso-tuscany-2009/w/1972294";"https://www.wine-searcher.com/find/fortulla+sorpasso+tuscany/2009/#t4"
"Vigorello 2003";"https://www.vivino.com/IT/en/san-felice-vigorello-2003/w/13150";"https://www.wine-searcher.com/find/san+felice+vigorello/2003/#t4"
"Regina di Renieri 2017";"https://www.vivino.com/IT/en/renieri-regina-di-renieri-2017/w/1288121";"https://www.wine-searcher.com/find/renieri+regina+di+renieri/2017/#t4"
"Zac Chianti Classico Gran Selezione 2015";"https://www.vivino.com/IT/en/principe-corsini-zac-chianti-classico-gran-selezione-2015/w/1241840";"https://www.wine-searcher.com/find/principe+corsini+zac+chianti+classico+gran+selezione/2015/#t4"
"Montepergoli 2011";"https://www.vivino.com/IT/en/azienda-agricola-enrico-santini-montepergoli-2011/w/1892973";"https://www.wine-searcher.com/find/azienda+agricola+enrico+santini+montepergoli/2011/#t4"
"Vigneto San Marcellino Chianti Classico Gran Selezione 2015";"https://www.vivino.com/IT/en/rocca-di-montegrossi-vigneto-san-marcellino-chianti-classico-gran-selezione-2015/w/1169877";"https://www.wine-searcher.com/find/rocca+di+montegrossi+vigneto+san+marcellino+chianti+classico+gran+selezione/2015/#t4"
"Eneo Toscana 2018";"https://www.vivino.com/IT/en/montepeloso-eneo-toscana-2018/w/23366";"https://www.wine-searcher.com/find/montepeloso+eneo+toscana/2018/#t4"
"Poggiarelli Brunello di Montalcino 2012";"https://www.vivino.com/IT/en/cortonesi-la-mannella-poggiarelli-brunello-di-montalcino-2012/w/1115207";"https://www.wine-searcher.com/find/cortonesi+la+mannella+poggiarelli+brunello+di+montalcino/2012/#t4"
"Brunello di Montalcino 2010";"https://www.vivino.com/IT/en/it-collosorbo-brunello-di-montalcino-2010/w/94968";"https://www.wine-searcher.com/find/it+collosorbo+brunello+di+montalcino/2010/#t4"
"Chianti Classico Gran Selezione 2013";"https://www.vivino.com/IT/en/capannelle-chianti-classico-gran-selezione-2013/w/5371061";"https://www.wine-searcher.com/find/capannelle+chianti+classico+gran+selezione/2013/#t4"
"OT Rosso 2011";"https://www.vivino.com/IT/en/oliviero-toscani-ot-rosso-2011/w/1247694";"https://www.wine-searcher.com/find/oliviero+toscani+ot+rosso/2011/#t4"
"Guarda Boschi Bolgheri Superiore 2011";"https://www.vivino.com/IT/en/fornacelle-guarda-boschi-bolgheri-superiore-2011/w/1249696";"https://www.wine-searcher.com/find/fornacelle+guarda+boschi+bolgheri+superiore/2011/#t4"
"Millepassi Bolgheri Superiore 2017";"https://www.vivino.com/IT/en/donna_olimpia-millepassi-bolgheri-superiore-2017/w/1139437";"https://www.wine-searcher.com/find/donna_olimpia+millepassi+bolgheri+superiore/2017/#t4"
"Percecco 2016";"https://www.vivino.com/IT/en/terre-di-talamo-percecco-2016/w/1306920";"https://www.wine-searcher.com/find/terre+di+talamo+percecco/2016/#t4"
"Nambrot 2017";"https://www.vivino.com/IT/en/tenuta-di-ghizzano-nambrot-2017/w/99975";"https://www.wine-searcher.com/find/tenuta+di+ghizzano+nambrot/2017/#t4"
"Il Pino di Biserno 2019";"https://www.vivino.com/IT/en/tenuta-campo-di-sasso-il-pino-di-biserno-2019/w/1670059";"https://www.wine-searcher.com/find/tenuta+campo+di+sasso+il+pino+di+biserno/2019/#t4"
"Ammiraglia Syrah Maremma Toscana 2009";"https://www.vivino.com/IT/en/tenuta-ammiraglia-ammiraglia-syrah-maremma-toscana-2009/w/1127206";"https://www.wine-searcher.com/find/tenuta+ammiraglia+ammiraglia+syrah+maremma+toscana/2009/#t4"
"OT Rosso 2009";"https://www.vivino.com/IT/en/oliviero-toscani-ot-rosso-2009/w/1247694";"https://www.wine-searcher.com/find/oliviero+toscani+ot+rosso/2009/#t4"
"Guidalberto 2018";"https://www.vivino.com/IT/en/tenuta-san-guido-guidalberto-2018/w/5080";"https://www.wine-searcher.com/find/tenuta+san+guido+guidalberto/2018/#t4"
"Pugnitello 2008";"https://www.vivino.com/IT/en/san-felice-pugnitello-2008/w/16199";"https://www.wine-searcher.com/find/san+felice+pugnitello/2008/#t4"
"Colli Della Toscana Centrale La Corte 2011";"https://www.vivino.com/IT/en/castello-di-querceto-colli-della-toscana-centrale-la-corte-2011/w/15629";"https://www.wine-searcher.com/find/castello+di+querceto+colli+della+toscana+centrale+la+corte/2011/#t4"
"Don Tommaso Gran Selezione Chianti Classico 2013";"https://www.vivino.com/IT/en/principe-corsini-don-tommaso-gran-selezione-chianti-classico-2013/w/4090296";"https://www.wine-searcher.com/find/principe+corsini+don+tommaso+gran+selezione+chianti+classico/2013/#t4"
"Brunello di Montalcino Le Potazzine 2010";"https://www.vivino.com/IT/en/tenuta-le-potazzine-gorelli-guiseppe-brunello-di-montalcino-le-potazzine-2010/w/779436";"https://www.wine-searcher.com/find/tenuta+le+potazzine+gorelli+guiseppe+brunello+di+montalcino+le+potazzine/2010/#t4"
"Chianti Classico Le Baroncole Riserva 2017";"https://www.vivino.com/IT/en/san-giusto-a-rentennano-chianti-classico-le-baroncole-riserva-2017/w/1202997";"https://www.wine-searcher.com/find/san+giusto+a+rentennano+chianti+classico+le+baroncole+riserva/2017/#t4"
"Benefizio Riserva Pomino Bianco 2017";"https://www.vivino.com/IT/en/castello-pomino-benefizio-riserva-pomino-bianco-2017/w/1127204";"https://www.wine-searcher.com/find/castello+pomino+benefizio+riserva+pomino+bianco/2017/#t4"
"Montesodi Toscana 2012";"https://www.vivino.com/IT/en/castello-nipozzano-montesodi-toscana-2012/w/20978";"https://www.wine-searcher.com/find/castello+nipozzano+montesodi+toscana/2012/#t4"
"Asinone Vino Nobile di Montepulciano 2018";"https://www.vivino.com/IT/en/azienda-agricola-poliziano-asinone-vino-nobile-di-montepulciano-2018/w/18795";"https://www.wine-searcher.com/find/azienda+agricola+poliziano+asinone+vino+nobile+di+montepulciano/2018/#t4"
"Vallocchio Brunello di Montalcino 2015";"https://www.vivino.com/IT/en/fanti-vallocchio-brunello-di-montalcino-2015/w/4127219";"https://www.wine-searcher.com/find/fanti+vallocchio+brunello+di+montalcino/2015/#t4"
"Poggio Bestiale 2006";"https://www.vivino.com/IT/en/fattoria-di-magliano-poggio-bestiale-2006/w/1383440";"https://www.wine-searcher.com/find/fattoria+di+magliano+poggio+bestiale/2006/#t4"
"Strada al Sasso Chianti Classico Riserva 2012";"https://www.vivino.com/IT/en/tenuta-di-arceno-strada-al-sasso-chianti-classico-riserva-2012/w/2196171";"https://www.wine-searcher.com/find/tenuta+di+arceno+strada+al+sasso+chianti+classico+riserva/2012/#t4"
"Toscana Bòggina 2013";"https://www.vivino.com/IT/en/petrolo-toscana-boggina-2013/w/1187937";"https://www.wine-searcher.com/find/petrolo+toscana+boggina/2013/#t4"
"Chianti Classico Riserva Berardo 2013";"https://www.vivino.com/IT/en/castello-di-bossi-spa-chianti-classico-riserva-berardo-2013/w/1177851";"https://www.wine-searcher.com/find/castello+di+bossi+spa+chianti+classico+riserva+berardo/2013/#t4"
"Millennio Chianti Classico Gran Selezione 2007";"https://www.vivino.com/IT/en/castello-di-cacchiano-millennio-chianti-classico-gran-selezione-2007/w/1206455";"https://www.wine-searcher.com/find/castello+di+cacchiano+millennio+chianti+classico+gran+selezione/2007/#t4"
"Le Fioraie Chianti Classico Riserva 2007";"https://www.vivino.com/IT/en/it-piemaggio-le-fioraie-chianti-classico-riserva-2007/w/21789";"https://www.wine-searcher.com/find/it+piemaggio+le+fioraie+chianti+classico+riserva/2007/#t4"
"Maestro Raro 2018";"https://www.vivino.com/IT/en/it-felsina-maestro-raro-2018/w/1402078";"https://www.wine-searcher.com/find/it+felsina+maestro+raro/2018/#t4"
"Maestro Raro 2008";"https://www.vivino.com/IT/en/it-felsina-maestro-raro-2008/w/1402078";"https://www.wine-searcher.com/find/it+felsina+maestro+raro/2008/#t4"
"Rancia Chianti Classico Riserva 2011";"https://www.vivino.com/IT/en/it-felsina-rancia-chianti-classico-riserva-2011/w/1137707";"https://www.wine-searcher.com/find/it+felsina+rancia+chianti+classico+riserva/2011/#t4"
"Prile 2015";"https://www.vivino.com/IT/en/prelius-prile-2015/w/7213910";"https://www.wine-searcher.com/find/prelius+prile/2015/#t4"
"Brunello di Montalcino (Casato Prime Donne) 2017";"https://www.vivino.com/IT/en/donatella-cinelli-colombini-brunello-di-montalcino-casato-prime-donne-2017/w/1171483";"https://www.wine-searcher.com/find/donatella+cinelli+colombini+brunello+di+montalcino+casato+prime+donne/2017/#t4"
"Ombrone 2017";"https://www.vivino.com/IT/en/cupano-ombrone-2017/w/1202862";"https://www.wine-searcher.com/find/cupano+ombrone/2017/#t4"
"Lamaione Toscana 2007";"https://www.vivino.com/IT/en/tenuta-castelgiocondo-lamaione-toscana-2007/w/1098915";"https://www.wine-searcher.com/find/tenuta+castelgiocondo+lamaione+toscana/2007/#t4"
"Poggio alle Gazze 2019";"https://www.vivino.com/IT/en/ornellaia-poggio-alle-gazze-2019/w/1137682";"https://www.wine-searcher.com/find/ornellaia+poggio+alle+gazze/2019/#t4"
"Gran Selezione Chianti Classico 2013";"https://www.vivino.com/IT/en/colle-bereto-gran-selezione-chianti-classico-2013/w/2739251";"https://www.wine-searcher.com/find/colle+bereto+gran+selezione+chianti+classico/2013/#t4"
"Sorgente Rosso di Montalcino 2015";"https://www.vivino.com/IT/en/salicutti-sorgente-rosso-di-montalcino-2015/w/1233769";"https://www.wine-searcher.com/find/salicutti+sorgente+rosso+di+montalcino/2015/#t4"
"Fontalloro 2017";"https://www.vivino.com/IT/en/it-felsina-fontalloro-2017/w/18441";"https://www.wine-searcher.com/find/it+felsina+fontalloro/2017/#t4"
"El Grasso Vino Nobile di Montepulciano 2016";"https://www.vivino.com/IT/en/avignonesi-el-grasso-vino-nobile-di-montepulciano-2016/w/7321327";"https://www.wine-searcher.com/find/avignonesi+el+grasso+vino+nobile+di+montepulciano/2016/#t4"
"La Banditella 2016";"https://www.vivino.com/IT/en/avignonesi-la-banditella-2016/w/8106383";"https://www.wine-searcher.com/find/avignonesi+la+banditella/2016/#t4"
"Poggio alle Mura Brunello di Montalcino 2016";"https://www.vivino.com/IT/en/banfi-poggio-alle-mura-brunello-di-montalcino-2016/w/1133661";"https://www.wine-searcher.com/find/banfi+poggio+alle+mura+brunello+di+montalcino/2016/#t4"
"Poggio alle Gazze 2018";"https://www.vivino.com/IT/en/ornellaia-poggio-alle-gazze-2018/w/1137682";"https://www.wine-searcher.com/find/ornellaia+poggio+alle+gazze/2018/#t4"
"Caprile 2015";"https://www.vivino.com/IT/en/avignonesi-caprile-2015/w/6871047";"https://www.wine-searcher.com/find/avignonesi+caprile/2015/#t4"
"Zingari Toscana 2018";"https://www.vivino.com/IT/en/petra-zingari-toscana-2018/w/7158";"https://www.wine-searcher.com/find/petra+zingari+toscana/2018/#t4"
"Il Carbonaione Alta Valle della Greve 2017";"https://www.vivino.com/IT/en/podere-poggio-scalette-il-carbonaione-alta-valle-della-greve-2017/w/98028";"https://www.wine-searcher.com/find/podere+poggio+scalette+il+carbonaione+alta+valle+della+greve/2017/#t4"
"(MozArt Wine) Brunello di Montalcino 2016";"https://www.vivino.com/IT/en/il-paradiso-di-frassina-srl-mozart-wine-brunello-di-montalcino-2016/w/9214";"https://www.wine-searcher.com/find/il+paradiso+di+frassina+srl+mozart+wine+brunello+di+montalcino/2016/#t4"
"Guidalberto 2020";"https://www.vivino.com/IT/en/tenuta-san-guido-guidalberto-2020/w/5080";"https://www.wine-searcher.com/find/tenuta+san+guido+guidalberto/2020/#t4"
"Cielo d'Ulisse Brunello di Montalcino 2017";"https://www.vivino.com/IT/en/podere-le-ripi-cielo-d-ulisse-brunello-di-montalcino-brunello-di-montalcino-2017/w/6349308";"https://www.wine-searcher.com/find/podere+le+ripi+cielo+d+ulisse+brunello+di+montalcino+brunello+di+montalcino/2017/#t4"
"Lamaione Toscana 2001";"https://www.vivino.com/IT/en/tenuta-castelgiocondo-lamaione-toscana-2001/w/1098915";"https://www.wine-searcher.com/find/tenuta+castelgiocondo+lamaione+toscana/2001/#t4"
"Camalaione 2015";"https://www.vivino.com/IT/en/cinciole-camalaione-2015/w/16455";"https://www.wine-searcher.com/find/cinciole+camalaione/2015/#t4"
"La Mannella Brunello di Montalcino 2016";"https://www.vivino.com/IT/en/cortonesi-la-mannella-la-mannella-brunello-di-montalcino-2016/w/1196515";"https://www.wine-searcher.com/find/cortonesi+la+mannella+la+mannella+brunello+di+montalcino/2016/#t4"
"Geremia Toscana 2012";"https://www.vivino.com/IT/en/rocca-di-montegrossi-geremia-toscana-2012/w/1172075";"https://www.wine-searcher.com/find/rocca+di+montegrossi+geremia+toscana/2012/#t4"
"Case Via Syrah 2007";"https://www.vivino.com/IT/en/tenuta-fontodi-case-via-syrah-2007/w/22725";"https://www.wine-searcher.com/find/tenuta+fontodi+case+via+syrah/2007/#t4"
"Toscana Torrione 2001";"https://www.vivino.com/IT/en/petrolo-toscana-torrione-2001/w/16832";"https://www.wine-searcher.com/find/petrolo+toscana+torrione/2001/#t4"
"Il Castagno Syrah 2013";"https://www.vivino.com/IT/en/fabrizio-dionisio-il-castagno-syrah-2013/w/1201728";"https://www.wine-searcher.com/find/fabrizio+dionisio+il+castagno+syrah/2013/#t4"
"Brunello di Montalcino Riserva 2010";"https://www.vivino.com/IT/en/val-de-suga-brunello-di-montalcino-riserva-2010/w/1101057";"https://www.wine-searcher.com/find/val+de+suga+brunello+di+montalcino+riserva/2010/#t4"
