"Wine";"link";"Link_wine"
"Castelgreve Chianti Classico Riserva 2018";"https://www.vivino.com/IT/en/castelli-del-grevepesa-castelgreve-chianti-classico-riserva-2018/w/1158162";"https://www.wine-searcher.com/find/castelli+del+grevepesa+castelgreve+chianti+classico+riserva/2018/#t4"
"Castelgreve Chianti Classico Riserva 2016";"https://www.vivino.com/IT/en/castelli-del-grevepesa-castelgreve-chianti-classico-riserva-2016/w/1158162";"https://www.wine-searcher.com/find/castelli+del+grevepesa+castelgreve+chianti+classico+riserva/2016/#t4"
"Castello di Montepo Morellino di Scansano 2017";"https://www.vivino.com/IT/en/jacopo-biondi-santi-castello-di-montepo-morellino-di-scansano-2017/w/1168064";"https://www.wine-searcher.com/find/jacopo+biondi+santi+castello+di+montepo+morellino+di+scansano/2017/#t4"
"La Mannella Rosso di Montalcino 2019";"https://www.vivino.com/IT/en/cortonesi-la-mannella-la-mannella-rosso-di-montalcino-2019/w/1203726";"https://www.wine-searcher.com/find/cortonesi+la+mannella+la+mannella+rosso+di+montalcino/2019/#t4"
"Al Passo Toscana 2017";"https://www.vivino.com/IT/en/tolaini-al-passo-toscana-2017/w/1148248";"https://www.wine-searcher.com/find/tolaini+al+passo+toscana/2017/#t4"
"SanGioBì Bianco Toscana 2020";"https://www.vivino.com/IT/en/capanna-sangiobi-bianco-toscana-2020/w/4588121";"https://www.wine-searcher.com/find/capanna+sangiobi+bianco+toscana/2020/#t4"
"Tradizionale Vernaccia di San Gimignano 2019";"https://www.vivino.com/IT/en/montenidoli-tradizionale-vernaccia-di-san-gimignano-2019/w/93854";"https://www.wine-searcher.com/find/montenidoli+tradizionale+vernaccia+di+san+gimignano/2019/#t4"
"Poggilarca Carmignano 2017";"https://www.vivino.com/IT/en/artimino-poggilarca-carmignano-2017/w/5420148";"https://www.wine-searcher.com/find/artimino+poggilarca+carmignano/2017/#t4"
"Sassi Sparsi Bolgheri 2018";"https://www.vivino.com/IT/en/rocca-delle-macie-sassi-sparsi-bolgheri-2018/w/3211538";"https://www.wine-searcher.com/find/rocca+delle+macie+sassi+sparsi+bolgheri/2018/#t4"
"Bellamarsilia Morellino di Scansano 2018";"https://www.vivino.com/IT/en/it-poggio-argentiera-bellamarsilia-morellino-di-scansano-2018/w/21664";"https://www.wine-searcher.com/find/it+poggio+argentiera+bellamarsilia+morellino+di+scansano/2018/#t4"
"Vecciano Toscana 2017";"https://www.vivino.com/IT/en/it-duca-di-saragnano-vecciano-toscana-2017/w/1157522";"https://www.wine-searcher.com/find/it+duca+di+saragnano+vecciano+toscana/2017/#t4"
"Sassi Sparsi Bolgheri 2020";"https://www.vivino.com/IT/en/rocca-delle-macie-sassi-sparsi-bolgheri-2020/w/3211538";"https://www.wine-searcher.com/find/rocca+delle+macie+sassi+sparsi+bolgheri/2020/#t4"
"Odyssea Ansonica 2019";"https://www.vivino.com/IT/en/macchion-dei-lupi-odyssea-ansonica-costa-toscana-2019/w/1725862";"https://www.wine-searcher.com/find/macchion+dei+lupi+odyssea+ansonica+costa+toscana/2019/#t4"
"La Mannella Rosso di Montalcino 2015";"https://www.vivino.com/IT/en/cortonesi-la-mannella-la-mannella-rosso-di-montalcino-2015/w/1203726";"https://www.wine-searcher.com/find/cortonesi+la+mannella+la+mannella+rosso+di+montalcino/2015/#t4"
"Morellino di Scansano Sicomoro Riserva 2017";"https://www.vivino.com/IT/en/cantina-vignaioli-del-morellino-di-scansano-morellino-di-scansano-sicomoro-riserva-2017/w/2128413";"https://www.wine-searcher.com/find/cantina+vignaioli+del+morellino+di+scansano+morellino+di+scansano+sicomoro+riserva/2017/#t4"
"Santa Marta Montecucco Sangiovese 2012";"https://www.vivino.com/IT/en/salustri-santa-marta-montecucco-sangiovese-2012/w/1251589";"https://www.wine-searcher.com/find/salustri+santa+marta+montecucco+sangiovese/2012/#t4"
"La Misse Chianti Classico 2018";"https://www.vivino.com/IT/en/candialle-la-misse-chianti-classico-2018/w/1193593";"https://www.wine-searcher.com/find/candialle+la+misse+chianti+classico/2018/#t4"
"Toscana 2019";"https://www.vivino.com/IT/en/tenuta-castiglioni-toscana-2019/w/20986";"https://www.wine-searcher.com/find/tenuta+castiglioni+toscana/2019/#t4"
"Belnero (Proprietor's Reserve) 2017";"https://www.vivino.com/IT/en/banfi-belnero-proprietor-s-reserve-2017/w/22902";"https://www.wine-searcher.com/find/banfi+belnero+proprietor+s+reserve/2017/#t4"
"Santa Marta Montecucco Sangiovese 2013";"https://www.vivino.com/IT/en/salustri-santa-marta-montecucco-sangiovese-2013/w/1251589";"https://www.wine-searcher.com/find/salustri+santa+marta+montecucco+sangiovese/2013/#t4"
"Il Sorvegliante 2019";"https://www.vivino.com/IT/en/rigoloccio-il-sorvegliante-tuscany-2019/w/2657155";"https://www.wine-searcher.com/find/rigoloccio+il+sorvegliante+tuscany/2019/#t4"
"Poggio dei Lecci Sant'Antimo 2017";"https://www.vivino.com/IT/en/corte-dei-venti-poggio-dei-lecci-sant-antimo-2017/w/1237760";"https://www.wine-searcher.com/find/corte+dei+venti+poggio+dei+lecci+sant+antimo/2017/#t4"
"Corte Rinieri Chianti Classico Riserva 2015";"https://www.vivino.com/IT/en/tenuta-orsumella-chianti-classico-riserva-corte-rinieri-2015/w/4229458";"https://www.wine-searcher.com/find/tenuta+orsumella+chianti+classico+riserva+corte+rinieri/2015/#t4"
"Brut Rosé N.V.";"https://www.vivino.com/IT/en/it-felsina-brut-rose-nv/w/1585170";"https://www.wine-searcher.com/find/it+felsina+brut+ro/e+nv/#t4"
"La Querciolina Montecucco Rosso 2016";"https://www.vivino.com/IT/en/pertimali-sassetti-livio-la-querciolina-montecucco-rosso-2016/w/1642665";"https://www.wine-searcher.com/find/pertimali+sassetti+livio+la+querciolina+montecucco+rosso/2016/#t4"
"Il Rosé di Casanova 2019";"https://www.vivino.com/IT/en/la-spinetta-il-rose-di-casanova-2019/w/1491072";"https://www.wine-searcher.com/find/la+spinetta+il+rose+di+casanova/2019/#t4"
"Botrosecco Maremma Toscana 2019";"https://www.vivino.com/IT/en/le-mortelle-botrosecco-maremma-toscana-2019/w/1204383";"https://www.wine-searcher.com/find/le+mortelle+botrosecco+maremma+toscana/2019/#t4"
"Vigna Santa Margherita Vernaccia di San Gimignano 2020";"https://www.vivino.com/IT/en/panizzi-vigna-santa-margherita-vernaccia-di-san-gimignano-2020/w/1178792";"https://www.wine-searcher.com/find/panizzi+vigna+santa+margherita+vernaccia+di+san+gimignano/2020/#t4"
"Cum Laude 2017";"https://www.vivino.com/IT/en/banfi-cum-laude-2017/w/1631892";"https://www.wine-searcher.com/find/banfi+cum+laude/2017/#t4"
"Morellino di Scansano Riserva 2018";"https://www.vivino.com/IT/en/fattoria-le-pupille-morellino-di-scansano-riserva-2018/w/82693";"https://www.wine-searcher.com/find/fattoria+le+pupille+morellino+di+scansano+riserva/2018/#t4"
"Chardonnay Sant'Antimo Ghiaie Bianche 2019";"https://www.vivino.com/IT/en/col-d-orcia-chardonnay-sant-antimo-ghiaie-bianche-2019/w/73475";"https://www.wine-searcher.com/find/col+d+orcia+chardonnay+sant+antimo+ghiaie+bianche/2019/#t4"
"Achelo Rosso 2017";"https://www.vivino.com/IT/en/la-braccesca-achelo-rosso-2017/w/1665";"https://www.wine-searcher.com/find/la+braccesca+achelo+rosso/2017/#t4"
"Fillide Rosso 2014";"https://www.vivino.com/IT/en/la-fralluca-fillide-rosso-2014/w/1542616";"https://www.wine-searcher.com/find/la+fralluca+fillide+rosso/2014/#t4"
"Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2020";"https://www.vivino.com/IT/en/antinori-tuscany-tenuta-guado-al-tasso-scalabrone-bolgheri-rosato-2020/w/1159157";"https://www.wine-searcher.com/find/antinori+tuscany+tenuta+guado+al+tasso+scalabrone+bolgheri+rosato/2020/#t4"
"Morellino di Scansano 2017";"https://www.vivino.com/IT/en/ghiaccio-forte-morellino-di-scansano-2017/w/1494023";"https://www.wine-searcher.com/find/ghiaccio+forte+morellino+di+scansano/2017/#t4"
"Brio 2018";"https://www.vivino.com/IT/en/castello-romitorio-srl-brio-2018/w/2759805";"https://www.wine-searcher.com/find/castello+romitorio+srl+brio/2018/#t4"
"Vigna Toia 2018";"https://www.vivino.com/IT/en/colline-san-biagio-vigna-toia-tuscany-2018/w/6200760";"https://www.wine-searcher.com/find/colline+san+biagio+vigna+toia+tuscany/2018/#t4"
"Nicoleo 2019";"https://www.vivino.com/IT/en/podernuovo-nicoleo-2019/w/4303699";"https://www.wine-searcher.com/find/podernuovo+nicoleo/2019/#t4"
"Torricella 2019";"https://www.vivino.com/IT/en/ricasoli-torricella-tuscany-2019/w/12211";"https://www.wine-searcher.com/find/ricasoli+torricella+tuscany/2019/#t4"
"Parrina Muraccio 2017";"https://www.vivino.com/IT/en/fattoria-la-parrina-parrina-muraccio-2017/w/74594";"https://www.wine-searcher.com/find/fattoria+la+parrina+parrina+muraccio/2017/#t4"
"Il Garrulo Chianti Colli Senesi 2019";"https://www.vivino.com/IT/en/montenidoli-il-garrulo-chianti-colli-senesi-2019/w/93860";"https://www.wine-searcher.com/find/montenidoli+il+garrulo+chianti+colli+senesi/2019/#t4"
"Campo Amarene 2017";"https://www.vivino.com/IT/en/col-di-bacche-campo-amarene-2017/w/4546744";"https://www.wine-searcher.com/find/col+di+bacche+campo+amarene/2017/#t4"
"Costa Colonne 2019";"https://www.vivino.com/IT/en/it-mastrojanni-costa-colonne-2019/w/10093142";"https://www.wine-searcher.com/find/it+mastrojanni+costa+colonne/2019/#t4"
"Foramacchie Rosso 2016";"https://www.vivino.com/IT/en/gabriele-mazzeschi-foramacchie-rosso-2016/w/2633515";"https://www.wine-searcher.com/find/gabriele+mazzeschi+foramacchie+rosso/2016/#t4"
"Scopeto Toscana 2020";"https://www.vivino.com/IT/en/bibi-graetz-scopeto-toscana-2020/w/4636978";"https://www.wine-searcher.com/find/bibi+graetz+scopeto+toscana/2020/#t4"
"Bell'Aja 2018";"https://www.vivino.com/IT/en/san-felice-bell-aja-bolgheri-2018/w/6186053";"https://www.wine-searcher.com/find/san+felice+bell+aja+bolgheri/2018/#t4"
"Bolgheri Orio 2020";"https://www.vivino.com/IT/en/podere-il-castellaccio-bolgheri-orio-2020/w/6266666";"https://www.wine-searcher.com/find/podere+il+castellaccio+bolgheri+orio/2020/#t4"
"Montecucco Rosso 2018";"https://www.vivino.com/IT/en/campi-nuovi-montecucco-rosso-2018/w/1213278";"https://www.wine-searcher.com/find/campi+nuovi+montecucco+rosso/2018/#t4"
"Ciliegiolo 2020";"https://www.vivino.com/IT/en/sassotondo-ciliegiolo-2020/w/1267251";"https://www.wine-searcher.com/find/sassotondo+ciliegiolo/2020/#t4"
"Vino Nobile di Montepulciano 2014";"https://www.vivino.com/IT/en/canneto-vino-nobile-di-montepulciano-2014/w/77838";"https://www.wine-searcher.com/find/canneto+vino+nobile+di+montepulciano/2014/#t4"
"Santa Marta Montecucco Sangiovese 2016";"https://www.vivino.com/IT/en/salustri-santa-marta-montecucco-sangiovese-2016/w/1251589";"https://www.wine-searcher.com/find/salustri+santa+marta+montecucco+sangiovese/2016/#t4"
"Canaiolo 2016";"https://www.vivino.com/IT/en/vallone-di-cecione-canaiolo-2016/w/4222508";"https://www.wine-searcher.com/find/vallone+di+cecione+canaiolo/2016/#t4"
"Morellino di Scansano 2016";"https://www.vivino.com/IT/en/provveditore-morellino-di-scansano-2016/w/1142345";"https://www.wine-searcher.com/find/provveditore+morellino+di+scansano/2016/#t4"
"Casa al Piano Bolgheri 2019";"https://www.vivino.com/IT/en/patrimonio-tringali-casanuova-casa-al-piano-bolgheri-2019/w/1328801";"https://www.wine-searcher.com/find/patrimonio+tringali+casanuova+casa+al+piano+bolgheri/2019/#t4"
"Supremus Toscana 2016";"https://www.vivino.com/IT/en/monte-antico-supremus-toscana-2016/w/1225134";"https://www.wine-searcher.com/find/monte+antico+supremus+toscana/2016/#t4"
"Lampo Morellino di Scansano 2018";"https://www.vivino.com/IT/en/san-felo-lampo-morellino-di-scansano-2018/w/1993987";"https://www.wine-searcher.com/find/san+felo+lampo+morellino+di+scansano/2018/#t4"
"Gherardino Chianti Classico Riserva 2016";"https://www.vivino.com/IT/en/villa-vignamaggio-gherardino-chianti-classico-riserva-2016/w/4329904";"https://www.wine-searcher.com/find/villa+vignamaggio+gherardino+chianti+classico+riserva/2016/#t4"
"Pomino Rosso (Pinot Nero) 2018";"https://www.vivino.com/IT/en/castello-pomino-pomino-rosso-pinot-nero-2018/w/1136952";"https://www.wine-searcher.com/find/castello+pomino+pomino+rosso+pinot+nero/2018/#t4"
"Maremma Toscana Le Sughere di Frassinello 2017";"https://www.vivino.com/IT/en/rocca-di-frassinello-maremma-toscana-le-sughere-di-frassinello-2017/w/11746";"https://www.wine-searcher.com/find/rocca+di+frassinello+maremma+toscana+le+sughere+di+frassinello/2017/#t4"
"Rosso Dei Notri Toscana 2019";"https://www.vivino.com/IT/en/tua-rita-rosso-dei-notri-toscana-2019/w/75821";"https://www.wine-searcher.com/find/tua+rita+rosso+dei+notri+toscana/2019/#t4"
"Evoè Bianco 2013";"https://www.vivino.com/IT/en/panizzi-evoe-bianco-2013/w/1614820";"https://www.wine-searcher.com/find/panizzi+evoe+bianco/2013/#t4"
"Fabrizio Bianchi Chardonnay 2020";"https://www.vivino.com/IT/en/castello-di-monsanto-fabrizio-bianchi-chardonnay-2020/w/1155715";"https://www.wine-searcher.com/find/castello+di+monsanto+fabrizio+bianchi+chardonnay/2020/#t4"
"Valénte 2018";"https://www.vivino.com/IT/en/podere-il-castellaccio-valente-2018/w/1996598";"https://www.wine-searcher.com/find/podere+il+castellaccio+valente/2018/#t4"
"Rute Bolgheri 2018";"https://www.vivino.com/IT/en/it-guado-al-melo-rute-bolgheri-2018/w/1760859";"https://www.wine-searcher.com/find/it+guado+al+melo+rute+bolgheri/2018/#t4"
"Purple Rosé 2020";"https://www.vivino.com/IT/en/castello-di-ama-spa-purple-rose-tuscany-2020/w/6255155";"https://www.wine-searcher.com/find/castello+di+ama+spa+purple+rose+tuscany/2020/#t4"
"Poggio alle Mura Rosso di Montalcino 2019";"https://www.vivino.com/IT/en/banfi-poggio-alle-mura-rosso-di-montalcino-2019/w/2114063";"https://www.wine-searcher.com/find/banfi+poggio+alle+mura+rosso+di+montalcino/2019/#t4"
"Castello di Montepo J Rosé 2020";"https://www.vivino.com/IT/en/jacopo-biondi-santi-castello-di-montepo-j-rose-2020/w/7603542";"https://www.wine-searcher.com/find/jacopo+biondi+santi+castello+di+montepo+j+rose/2020/#t4"
"Lamole Chianti Classico 2018";"https://www.vivino.com/IT/en/i-fabbri-lamole-chianti-classico-2018/w/4748264";"https://www.wine-searcher.com/find/i+fabbri+lamole+chianti+classico/2018/#t4"
"Morellino di Scansano Riserva 2019";"https://www.vivino.com/IT/en/fattoria-le-pupille-morellino-di-scansano-riserva-2019/w/82693";"https://www.wine-searcher.com/find/fattoria+le+pupille+morellino+di+scansano+riserva/2019/#t4"
"Selvabianca Vernaccia di San Gimignano 2019";"https://www.vivino.com/IT/en/il-colombaio-di-santachiara-selvabianca-vernaccia-di-san-gimignano-2019/w/1270466";"https://www.wine-searcher.com/find/il+colombaio+di+santachiara+selvabianca+vernaccia+di+san+gimignano/2019/#t4"
"Collezione Famiglia Vecciano Toscana 2017";"https://www.vivino.com/IT/en/barbanera-chianti-collezione-famiglia-vecciano-toscana-2017/w/6780084";"https://www.wine-searcher.com/find/barbanera+chianti+collezione+famiglia+vecciano+toscana/2017/#t4"
"Tegoleto Bolgheri Rosso 2018";"https://www.vivino.com/IT/en/serni-fulvio-luigi-tegoleto-bolgheri-rosso-2018/w/4988994";"https://www.wine-searcher.com/find/serni+fulvio+luigi+tegoleto+bolgheri+rosso/2018/#t4"
"Stupore Bolgheri 2017";"https://www.vivino.com/IT/en/campo-alle-comete-stupore-bolgheri-2017/w/5105163";"https://www.wine-searcher.com/find/campo+alle+comete+stupore+bolgheri/2017/#t4"
"Cabernet Sauvignon 2019";"https://www.vivino.com/IT/en/prelius-cabernet-sauvignon-2019/w/1829507";"https://www.wine-searcher.com/find/prelius+cabernet+sauvignon/2019/#t4"
"Tenuta Lodola Nuova Vino Nobile di Montepulciano 2017";"https://www.vivino.com/IT/en/ruffino-tenuta-lodola-nuova-vino-nobile-di-montepulciano-2017/w/1165872";"https://www.wine-searcher.com/find/ruffino+tenuta+lodola+nuova+vino+nobile+di+montepulciano/2017/#t4"
"Campo dell'Orzo 2016";"https://www.vivino.com/IT/en/vallone-di-cecione-campo-dell-orzo-2016/w/1443804";"https://www.wine-searcher.com/find/vallone+di+cecione+campo+dell+orzo/2016/#t4"
"Chianti Classico Riserva di Famiglia 2017";"https://www.vivino.com/IT/en/casa-vinicola-luigi-cecchi-e-figli-chianti-classico-riserva-di-famiglia-2017/w/1137292";"https://www.wine-searcher.com/find/casa+vinicola+luigi+cecchi+e+figli+chianti+classico+riserva+di+famiglia/2017/#t4"
"Dalleo Bolgheri Rosso 2019";"https://www.vivino.com/IT/en/micheletti-dalleo-bolgheri-rosso-2019/w/2304638";"https://www.wine-searcher.com/find/micheletti+dalleo+bolgheri+rosso/2019/#t4"
"Ciliegiolo 2019";"https://www.vivino.com/IT/en/piazzano-ciliegiolo-2019/w/7424281";"https://www.wine-searcher.com/find/piazzano+ciliegiolo/2019/#t4"
"Pergolaia 2018";"https://www.vivino.com/IT/en/caiarossa-pergolaia-2018/w/1101763";"https://www.wine-searcher.com/find/caiarossa+pergolaia/2018/#t4"
"Rosso di Montalcino 2013";"https://www.vivino.com/IT/en/societa-agricola-podere-brizo-rosso-di-montalcino-2013/w/1217700";"https://www.wine-searcher.com/find/societa+agricola+podere+brizo+rosso+di+montalcino/2013/#t4"
"Santa Caterina Vino Nobile di Montepulciano 2018";"https://www.vivino.com/IT/en/trerose-santa-caterina-vino-nobile-di-montepulciano-2018/w/2266556";"https://www.wine-searcher.com/find/trerose+santa+caterina+vino+nobile+di+montepulciano/2018/#t4"
"Bucciarelli Chianti Classico 2016";"https://www.vivino.com/IT/en/it-casanova-bucciarelli-chianti-classico-2016/w/1160909";"https://www.wine-searcher.com/find/it+casanova+bucciarelli+chianti+classico/2016/#t4"
"Brolio-Bettino 2018";"https://www.vivino.com/IT/en/ricasoli-brolio-bettino-2018/w/4320236";"https://www.wine-searcher.com/find/ricasoli+brolio+bettino/2018/#t4"
"Chianti Colli Senesi 2017";"https://www.vivino.com/IT/en/castello-romitorio-srl-chianti-colli-senesi-2017/w/1223311";"https://www.wine-searcher.com/find/castello+romitorio+srl+chianti+colli+senesi/2017/#t4"
"Rosso di Montalcino 2015";"https://www.vivino.com/IT/en/tenuta-il-poggione-rosso-di-montalcino-2015/w/22176";"https://www.wine-searcher.com/find/tenuta+il+poggione+rosso+di+montalcino/2015/#t4"
"Il Calice 2018";"https://www.vivino.com/IT/en/cantina-canaio-il-calice-2018/w/4451388";"https://www.wine-searcher.com/find/cantina+canaio+il+calice/2018/#t4"
"In Violas Merlot 2017";"https://www.vivino.com/IT/en/azienda-agricola-poliziano-in-violas-merlot-2017/w/18797";"https://www.wine-searcher.com/find/azienda+agricola+poliziano+in+violas+merlot/2017/#t4"
"Parus 2018";"https://www.vivino.com/IT/en/tenuta-le-potazzine-gorelli-guiseppe-parus-2018/w/2322436";"https://www.wine-searcher.com/find/tenuta+le+potazzine+gorelli+guiseppe+parus/2018/#t4"
"Toscana Sangiovese 2019";"https://www.vivino.com/IT/en/tenuta-le-potazzine-gorelli-guiseppe-toscana-sangiovese-2019/w/1322377";"https://www.wine-searcher.com/find/tenuta+le+potazzine+gorelli+guiseppe+toscana+sangiovese/2019/#t4"
"Rosso Dei Notri Toscana 2020";"https://www.vivino.com/IT/en/tua-rita-rosso-dei-notri-toscana-2020/w/75821";"https://www.wine-searcher.com/find/tua+rita+rosso+dei+notri+toscana/2020/#t4"
"Paguro Vermentino Bolgheri Bianco 2019";"https://www.vivino.com/IT/en/cipriana-paguro-vermentino-bolgheri-bianco-2019/w/1812714";"https://www.wine-searcher.com/find/cipriana+paguro+vermentino+bolgheri+bianco/2019/#t4"
"Castello di Bibbione Chianti Classico Riserva 2016";"https://www.vivino.com/IT/en/castelli-del-grevepesa-castello-di-bibbione-chianti-classico-riserva-2016/w/2203331";"https://www.wine-searcher.com/find/castelli+del+grevepesa+castello+di+bibbione+chianti+classico+riserva/2016/#t4"
"Comandante 2015";"https://www.vivino.com/IT/en/azienda-biologica-basile-comandante-2015/w/1558168";"https://www.wine-searcher.com/find/azienda+biologica+basile+comandante/2015/#t4"
"Al Passo Toscana 2018";"https://www.vivino.com/IT/en/tolaini-al-passo-toscana-2018/w/1148248";"https://www.wine-searcher.com/find/tolaini+al+passo+toscana/2018/#t4"
"Governo Chianti Superiore 2017";"https://www.vivino.com/IT/en/castel-di-pugna-governo-chianti-superiore-2017/w/5814723";"https://www.wine-searcher.com/find/castel+di+pugna+governo+chianti+superiore/2017/#t4"
"Chianti Classico Riserva Misciano 2017";"https://www.vivino.com/IT/en/borgo-scopeto-chianti-classico-riserva-misciano-2017/w/4286";"https://www.wine-searcher.com/find/borgo+scopeto+chianti+classico+riserva+misciano/2017/#t4"
"Pievi Bolgheri Rosso 2019";"https://www.vivino.com/IT/en/fabio-motta-pievi-bolgheri-rosso-2019/w/1690706";"https://www.wine-searcher.com/find/fabio+motta+pievi+bolgheri+rosso/2019/#t4"
"Ai Confini del Bosco Bolgheri Rosso 2012";"https://www.vivino.com/IT/en/mulini-di-segalari-ai-confini-del-bosco-bolgheri-rosso-2012/w/2688415";"https://www.wine-searcher.com/find/mulini+di+segalari+ai+confini+del+bosco+bolgheri+rosso/2012/#t4"
"Sassoalloro 2019";"https://www.vivino.com/IT/en/jacopo-biondi-santi-sassoalloro-2019/w/15486";"https://www.wine-searcher.com/find/jacopo+biondi+santi+sassoalloro/2019/#t4"
"In Primis 2012";"https://www.vivino.com/IT/en/piandaccoli-in-primis-2012/w/1837694";"https://www.wine-searcher.com/find/piandaccoli+in+primis/2012/#t4"
"Riserva Ducale Chianti Classico 2018";"https://www.vivino.com/IT/en/ruffino-riserva-ducale-chianti-classico-2018/w/1137925";"https://www.wine-searcher.com/find/ruffino+riserva+ducale+chianti+classico/2018/#t4"
"Bolgheri Costa di Giulia 2018";"https://www.vivino.com/IT/en/michele-satta-bolgheri-costa-di-giulia-2018/w/82729";"https://www.wine-searcher.com/find/michele+satta+bolgheri+costa+di+giulia/2018/#t4"
"Contessa di Radda Chianti Classico 2016";"https://www.vivino.com/IT/en/geografico-contessa-di-radda-chianti-classico-2016/w/15332";"https://www.wine-searcher.com/find/geografico+contessa+di+radda+chianti+classico/2016/#t4"
"Toscana Inarno Rosso 2018";"https://www.vivino.com/IT/en/petrolo-toscana-inarno-rosso-2018/w/1827722";"https://www.wine-searcher.com/find/petrolo+toscana+inarno+rosso/2018/#t4"
"L'Aura Chianti Classico 2017";"https://www.vivino.com/IT/en/querceto-di-castellina-l-aura-chianti-classico-2017/w/1229747";"https://www.wine-searcher.com/find/querceto+di+castellina+l+aura+chianti+classico/2017/#t4"
"Lo Scorno Rosso di Montalcino 2019";"https://www.vivino.com/IT/en/it-san-filippo-lo-scorno-rosso-di-montalcino-2019/w/1163698";"https://www.wine-searcher.com/find/it+san+filippo+lo+scorno+rosso+di+montalcino/2019/#t4"
"Belnero (Proprietor's Reserve) 2015";"https://www.vivino.com/IT/en/banfi-belnero-proprietor-s-reserve-2015/w/22902";"https://www.wine-searcher.com/find/banfi+belnero+proprietor+s+reserve/2015/#t4"
"Pian delle Vigne Rosso di Montalcino 2020";"https://www.vivino.com/IT/en/antinori-tuscany-pian-delle-vigne-rosso-di-montalcino-2020/w/2685679";"https://www.wine-searcher.com/find/antinori+tuscany+pian+delle+vigne+rosso+di+montalcino/2020/#t4"
"Ulrico Chianti Riserva 2016";"https://www.vivino.com/IT/en/l-alano-chianti-riserva-chianti-2016/w/2405907";"https://www.wine-searcher.com/find/l+alano+chianti+riserva+chianti/2016/#t4"
"Miterre Bolgheri 2014";"https://www.vivino.com/IT/en/campo-al-noce-miterre-bolgheri-2014/w/1231249";"https://www.wine-searcher.com/find/campo+al+noce+miterre+bolgheri/2014/#t4"
"Berardenga Chianti Classico 2014";"https://www.vivino.com/IT/en/it-felsina-berardenga-chianti-classico-2014/w/18439";"https://www.wine-searcher.com/find/it+felsina+berardenga+chianti+classico/2014/#t4"
"Rosso di Montalcino (Casato Prime Donne) 2018";"https://www.vivino.com/IT/en/donatella-cinelli-colombini-rosso-di-montalcino-casato-prime-donne-2018/w/1204202";"https://www.wine-searcher.com/find/donatella+cinelli+colombini+rosso+di+montalcino+casato+prime+donne/2018/#t4"
"Rosso di Montalcino (Casato Prime Donne) 2017";"https://www.vivino.com/IT/en/donatella-cinelli-colombini-rosso-di-montalcino-casato-prime-donne-2017/w/1204202";"https://www.wine-searcher.com/find/donatella+cinelli+colombini+rosso+di+montalcino+casato+prime+donne/2017/#t4"
"Ruit Hora 2019";"https://www.vivino.com/IT/en/it-caccia-al-piano-ruit-hora-2019/w/98569";"https://www.wine-searcher.com/find/it+caccia+al+piano+ruit+hora/2019/#t4"
"Odyssea Ansonica 2020";"https://www.vivino.com/IT/en/macchion-dei-lupi-odyssea-ansonica-costa-toscana-2020/w/1725862";"https://www.wine-searcher.com/find/macchion+dei+lupi+odyssea+ansonica+costa+toscana/2020/#t4"
"Maremma Toscana Mongrana 2018";"https://www.vivino.com/IT/en/it-agricola-querciabella-maremma-toscana-mongrana-2018/w/1803736";"https://www.wine-searcher.com/find/it+agricola+querciabella+maremma+toscana+mongrana/2018/#t4"
"Argenina Chianti Classico 2017";"https://www.vivino.com/IT/en/podere-il-palazzino-argenina-chianti-classico-2017/w/1100209";"https://www.wine-searcher.com/find/podere+il+palazzino+argenina+chianti+classico/2017/#t4"
"Contessa di Radda Chianti Classico Riserva 2018";"https://www.vivino.com/IT/en/geografico-contessa-di-radda-chianti-classico-riserva-2018/w/5858971";"https://www.wine-searcher.com/find/geografico+contessa+di+radda+chianti+classico+riserva/2018/#t4"
"Maremma Toscana Mongrana 2019";"https://www.vivino.com/IT/en/it-agricola-querciabella-maremma-toscana-mongrana-2019/w/1803736";"https://www.wine-searcher.com/find/it+agricola+querciabella+maremma+toscana+mongrana/2019/#t4"
"Il Bosco Syrah 2015";"https://www.vivino.com/IT/en/tenimenti-d-alessandro-il-bosco-syrah-2015/w/1182385";"https://www.wine-searcher.com/find/tenimenti+d+alessandro+il+bosco+syrah/2015/#t4"
"Babone Maremma Toscana 2018";"https://www.vivino.com/IT/en/muralia-babone-maremma-toscana-2018/w/1254106";"https://www.wine-searcher.com/find/muralia+babone+maremma+toscana/2018/#t4"
"Carandelle Sangiovese Maremma Toscana 2018";"https://www.vivino.com/IT/en/podere-san-cristoforo-carandelle-sangiovese-maremma-toscana-2018/w/1179277";"https://www.wine-searcher.com/find/podere+san+cristoforo+carandelle+sangiovese+maremma+toscana/2018/#t4"
"Lolí 2019";"https://www.vivino.com/IT/en/oliviero-toscani-loli-gae13-2019/w/6433785";"https://www.wine-searcher.com/find/oliviero+toscani+loli+gae13/2019/#t4"
"Tenuta Santedame Chianti Classico 2016";"https://www.vivino.com/IT/en/ruffino-tenuta-santedame-chianti-classico-2016/w/1168065";"https://www.wine-searcher.com/find/ruffino+tenuta+santedame+chianti+classico/2016/#t4"
"L'Invidio Bolgheri Rosso 2019";"https://www.vivino.com/IT/en/podere-sette-l-invidio-bolgheri-rosso-2019/w/6891506";"https://www.wine-searcher.com/find/podere+sette+l+invidio+bolgheri+rosso/2019/#t4"
